MONEDA; MONTODEUDASOL ;EQUIPO;Fecha Desembolso;Dias desde Desembolso;TEA DESEMBOLSO PROMEDIO (%);TEA OFERTA;NIVEL DE PRIORIDAD;
SOLES;205743;Bex Digital 11;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;542366;Bex Digital 3 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;235622;Bex Digital 7 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;275960;Bex Digital 18;1/8/2018;963;7,40%;6,40%;Prioridad 3;
SOLES;624121;Bex Digital 14;1/11/2019;506;6,83%;5,83%;Prioridad 4;
SOLES;444737;Bex Digital 10;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;232291;Bex Digital 4 ;1/2/2015;2240;8,83%;7,83%;Prioridad 4;
SOLES;531195;Bex Digital 4 ;1/2/2015;2240;8,83%;7,83%;Prioridad 4;
SOLES;296034;Bex Digital 6 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;347229;Bex Digital 11;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;229175;Bex Digital 6 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;359086;Bex Digital 19;1/5/2018;1055;7,43%;6,43%;Prioridad 3;
SOLES;205022;Bex Digital 6 ;1/8/2018;963;7,40%;6,40%;Prioridad 3;
SOLES;394384;Bex Digital 14;1/10/2018;902;7,05%;6,05%;Prioridad 1;
SOLES;282704;Bex Digital 13;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;682952;Bex Digital 1;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;450610;Bex Digital 7 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;761864;Bex Digital 9 ;1/10/2018;902;7,05%;6,05%;Prioridad 1;
SOLES;219560;Bex Digital 9 ;1/8/2019;598;7,43%;6,43%;Prioridad 4;
SOLES;603985;Bex Digital 15;1/12/2016;1571;8,57%;7,57%;Prioridad 4;
SOLES;443632;Bex Digital 14;1/5/2017;1420;8,57%;7,57%;Prioridad 4;
SOLES;386527;Bex Digital 15;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;320780;Bex Digital 1;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;319531;Bex Digital 13;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;223887;Bex Digital 9 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;463268;Bex Digital 9 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;215311;Bex Digital 18;1/9/2019;567;7,18%;6,18%;Prioridad 4;
SOLES;340989;Bex Digital 4 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;289649;Bex Digital 4 ;1/12/2019;476;6,84%;5,84%;Prioridad 4;
SOLES;620055;Bex Digital 7 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;370673;Bex Digital 4 ;1/5/2019;690;8,11%;7,11%;Prioridad 4;
SOLES;771396;Bex Digital 6 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;248035;Bex Digital 7 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;247088;Bex Digital 4 ;1/5/2020;324;6,58%;5,58%;Prioridad 2;
SOLES;388322;Bex Digital 9 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;230265;Bex Digital 4 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;404100;Bex Digital 21;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;334942;Bex Digital 9 ;1/3/2018;1116;7,30%;6,30%;Prioridad 4;
SOLES;275942;Bex Digital 19;1/5/2020;324;6,58%;5,58%;Prioridad 2;
SOLES;317744;Bex Digital 20;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;608027;Bex Digital 1;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;309466;Bex Digital 13;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;222746;Bex Digital 10;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;239635;Bex Digital 4 ;1/9/2019;567;7,18%;6,18%;Prioridad 4;
SOLES;1116366;Bex Digital 10;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;381828;Bex Digital 13;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;243783;Bex Digital 14;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;333718;Bex Digital 5 ;1/5/2019;690;8,11%;7,11%;Prioridad 4;
SOLES;826483;Bex Digital 21;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;240946;Bex Digital 6 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;258373;Bex Digital 3 ;1/2/2020;414;6,82%;5,82%;Prioridad 4;
SOLES;272527;Bex Digital 16;1/2/2020;414;6,82%;5,82%;Prioridad 4;
SOLES;306791;Bex Digital 19;1/7/2019;629;7,01%;6,01%;Prioridad 4;
SOLES;949045;Bex Digital 18;1/1/2018;1175;7,67%;6,67%;Prioridad 4;
SOLES;246604;Bex Digital 19;1/5/2018;1055;7,43%;6,43%;Prioridad 3;
SOLES;360653;Bex Digital 11;1/12/2014;2302;8,77%;7,77%;Prioridad 4;
SOLES;264572;Bex Digital 10;1/11/2015;1967;8,63%;7,63%;Prioridad 2;
SOLES;800146;Bex Digital 10;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;357325;Bex Digital 6 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;484476;Bex Digital 19;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;220491;Bex Digital 5 ;1/8/2019;598;7,43%;6,43%;Prioridad 4;
SOLES;278000;Bex Digital 19;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;255116;Bex Digital 5 ;1/8/2019;598;7,43%;6,43%;Prioridad 4;
SOLES;389578;Bex Digital 15;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;420365;Bex Digital 5 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;249326;Bex Digital 9 ;1/12/2019;476;6,84%;5,84%;Prioridad 4;
SOLES;435905;Bex Digital 19;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;441111;Bex Digital 11;1/9/2016;1662;9,32%;8,32%;Prioridad 4;
SOLES;443211;Bex Digital 5 ;1/11/2019;506;6,83%;5,83%;Prioridad 4;
SOLES;355409;Bex Digital 6 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;365264;Bex Digital 17;1/7/2019;629;7,01%;6,01%;Prioridad 4;
SOLES;369581;Bex Digital 13;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;512640;Bex Digital 10;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;300482;Bex Digital 10;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;777822;Bex Digital 20;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;413704;Bex Digital 17;1/5/2018;1055;7,43%;6,43%;Prioridad 3;
SOLES;246355;Bex Digital 10;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;325747;Bex Digital 16;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;234433;Bex Digital 6 ;1/7/2019;629;7,01%;6,01%;Prioridad 4;
SOLES;364870;Bex Digital 7 ;1/1/2020;445;6,82%;5,82%;Prioridad 4;
SOLES;281088;Bex Digital 20;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;430052;Bex Digital 9 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;287491;Bex Digital 6 ;1/3/2019;751;8,08%;7,08%;Prioridad 4;
SOLES;214998;Bex Digital 21;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;813892;Bex Digital 7 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;714860;Bex Digital 19;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;396884;Bex Digital 15;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;582891;Bex Digital 6 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;207378;Bex Digital 11;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;406460;Bex Digital 18;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;952199;Bex Digital 17;1/6/2015;2120;8,23%;7,23%;Prioridad 3;
SOLES;465654;Bex Digital 16;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;334098;Bex Digital 11;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;436576;Bex Digital 16;1/8/2019;598;7,43%;6,43%;Prioridad 4;
SOLES;709486;Bex Digital 13;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;200120;Bex Digital 6 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;431780;Bex Digital 3 ;1/11/2018;871;7,18%;6,18%;Prioridad 1;
SOLES;211326;Bex Digital 13;1/3/2017;1481;8,61%;7,61%;Prioridad 4;
SOLES;352700;Bex Digital 11;1/12/2019;476;6,84%;5,84%;Prioridad 4;
SOLES;308941;Bex Digital 10;1/1/2018;1175;7,67%;6,67%;Prioridad 4;
SOLES;222229;Bex Digital 7 ;1/11/2019;506;6,83%;5,83%;Prioridad 4;
SOLES;218871;Bex Digital 5 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;307765;Bex Digital 5 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;574204;Bex Digital 3 ;1/9/2019;567;7,18%;6,18%;Prioridad 4;
SOLES;386612;Bex Digital 7 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;433726;Bex Digital 16;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;240319;Bex Digital 6 ;1/10/2019;537;6,96%;5,96%;Prioridad 4;
SOLES;633716;Bex Digital 18;1/1/2020;445;6,82%;5,82%;Prioridad 4;
SOLES;463054;Bex Digital 9 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;216002;Bex Digital 13;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;312510;Bex Digital 7 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;1581301;Bex Digital 12;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;221379;Bex Digital 7 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;234984;Bex Digital 21;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;227248;Bex Digital 16;1/9/2018;932;7,00%;6,00%;Prioridad 2;
SOLES;461852;Bex Digital 19;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;234966;Bex Digital 13;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;208973;Bex Digital 17;1/2/2015;2240;8,83%;7,83%;Prioridad 4;
SOLES;486010;Bex Digital 12;1/7/2019;629;7,01%;6,01%;Prioridad 4;
SOLES;287048;Bex Digital 15;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;283044;Bex Digital 12;1/7/2019;629;7,01%;6,01%;Prioridad 4;
SOLES;347795;Bex Digital 21;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;290291;Bex Digital 6 ;1/9/2018;932;7,00%;6,00%;Prioridad 2;
SOLES;320723;Bex Digital 5 ;1/10/2015;1998;8,31%;7,31%;Prioridad 1;
SOLES;274379;Bex Digital 11;1/5/2018;1055;7,43%;6,43%;Prioridad 3;
SOLES;252946;Bex Digital 13;1/10/2015;1998;8,31%;7,31%;Prioridad 1;
SOLES;383310;Bex Digital 10;1/2/2019;779;8,15%;7,15%;Prioridad 4;
SOLES;503500;Bex Digital 18;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;355361;Bex Digital 20;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;429956;Bex Digital 16;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;334764;Bex Digital 21;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;540260;Bex Digital 9 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;426047;Bex Digital 19;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;332977;Bex Digital 1;1/7/2019;629;7,01%;6,01%;Prioridad 4;
SOLES;471128;Bex Digital 13;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;481010;Bex Digital 9 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;251471;Bex Digital 9 ;1/7/2019;629;7,01%;6,01%;Prioridad 4;
SOLES;280954;Bex Digital 6 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;440218;Bex Digital 11;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;392619;Bex Digital 6 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;530000;Bex Digital 20;1/2/2020;414;6,82%;5,82%;Prioridad 4;
SOLES;326206;Bex Digital 16;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;329704;Bex Digital 7 ;1/11/2018;871;7,18%;6,18%;Prioridad 1;
SOLES;333990;Bex Digital 2 ;1/9/2018;932;7,00%;6,00%;Prioridad 2;
SOLES;650000;Bex Digital 21;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;393499;Bex Digital 15;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;1029737;Bex Digital 4 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;316744;Bex Digital 9 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;565858;Bex Digital 18;1/8/2019;598;7,43%;6,43%;Prioridad 4;
SOLES;311708;Bex Digital 10;1/11/2018;871;7,18%;6,18%;Prioridad 1;
SOLES;497332;Bex Digital 15;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;557841;Bex Digital 2 ;1/5/2020;324;6,58%;5,58%;Prioridad 2;
SOLES;219628;Bex Digital 20;1/7/2019;629;7,01%;6,01%;Prioridad 4;
SOLES;255277;Bex Digital 3 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;423779;Bex Digital 17;1/8/2018;963;7,40%;6,40%;Prioridad 3;
SOLES;282741;Bex Digital 1;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;262114;Bex Digital 10;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;365300;Bex Digital 11;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;475000;Bex Digital 6 ;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;244747;Bex Digital 9 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;382986;Bex Digital 7 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;441158;Bex Digital 10;1/11/2017;1236;8,24%;7,24%;Prioridad 4;
SOLES;696839;Bex Digital 20;1/1/2020;445;6,82%;5,82%;Prioridad 4;
SOLES;286280;Bex Digital 4 ;1/11/2018;871;7,18%;6,18%;Prioridad 1;
SOLES;361670;Bex Digital 4 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;304106;Bex Digital 7 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;701981;Bex Digital 15;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;254643;Bex Digital 3 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;394364;Bex Digital 18;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;549384;Bex Digital 18;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;245682;Bex Digital 13;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;467682;Bex Digital 7 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;471307;Bex Digital 4 ;1/10/2018;902;7,05%;6,05%;Prioridad 1;
SOLES;352602;Bex Digital 11;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;224166;Bex Digital 6 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;324442;Bex Digital 11;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;398006;Bex Digital 15;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;362434;Bex Digital 7 ;1/1/2020;445;6,82%;5,82%;Prioridad 4;
SOLES;208117;Bex Digital 5 ;1/8/2019;598;7,43%;6,43%;Prioridad 4;
SOLES;201263;Bex Digital 7 ;1/6/2016;1754;9,77%;8,77%;Prioridad 4;
SOLES;596128;Bex Digital 18;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;324797;Bex Digital 5 ;1/2/2020;414;6,82%;5,82%;Prioridad 4;
SOLES;1883523;Bex Digital 12;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;399540;Bex Digital 14;1/7/2019;629;7,01%;6,01%;Prioridad 4;
SOLES;226658;Bex Digital 13;1/7/2019;629;7,01%;6,01%;Prioridad 4;
SOLES;375801;Bex Digital 14;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;334156;Bex Digital 2 ;1/10/2019;537;6,96%;5,96%;Prioridad 4;
SOLES;304908;Bex Digital 5 ;1/4/2018;1085;7,40%;6,40%;Prioridad 4;
SOLES;327149;Bex Digital 21;1/4/2019;720;8,05%;7,05%;Prioridad 4;
SOLES;807585;Bex Digital 6 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;544243;Bex Digital 19;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;208280;Bex Digital 9 ;1/12/2019;476;6,84%;5,84%;Prioridad 4;
SOLES;415692;Bex Digital 20;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;201252;Bex Digital 21;1/3/2014;2577;8,86%;7,86%;Prioridad 4;
SOLES;495918;Bex Digital 20;1/12/2017;1206;8,07%;7,07%;Prioridad 4;
SOLES;345811;Bex Digital 18;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;393234;Bex Digital 10;1/9/2017;1297;8,15%;7,15%;Prioridad 4;
SOLES;513833;Bex Digital 3 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;286437;Bex Digital 9 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;302681;Bex Digital 6 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;445240;Bex Digital 4 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;433620;Bex Digital 18;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;352262;Bex Digital 18;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;350810;Bex Digital 1;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;298593;Bex Digital 15;1/9/2014;2393;8,99%;7,99%;Prioridad 4;
SOLES;697961;Bex Digital 1;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;305093;Bex Digital 9 ;1/10/2017;1267;8,39%;7,39%;Prioridad 4;
SOLES;985650;Bex Digital 19;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;267997;Bex Digital 10;1/8/2018;963;7,40%;6,40%;Prioridad 3;
SOLES;269687;Bex Digital 17;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;311309;Bex Digital 1;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;377144;Bex Digital 14;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;382941;Bex Digital 5 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;297767;Bex Digital 12;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;905788;Bex Digital 9 ;1/12/2017;1206;8,07%;7,07%;Prioridad 4;
SOLES;445031;Bex Digital 14;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;562533;Bex Digital 15;1/5/2015;2151;8,51%;7,51%;Prioridad 4;
SOLES;259350;Bex Digital 11;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;1215752;Bex Digital 6 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;226184;Bex Digital 14;1/1/2020;445;6,82%;5,82%;Prioridad 4;
SOLES;308215;Bex Digital 5 ;1/11/2017;1236;8,24%;7,24%;Prioridad 4;
SOLES;335579;Bex Digital 21;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;850839;Bex Digital 18;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;277450;Bex Digital 11;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;404147;Bex Digital 7 ;1/4/2018;1085;7,40%;6,40%;Prioridad 4;
SOLES;296996;Bex Digital 14;1/1/2020;445;6,82%;5,82%;Prioridad 4;
SOLES;488610;Bex Digital 19;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;440912;Bex Digital 9 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;379800;Bex Digital 5 ;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;521703;Bex Digital 21;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;248988;Bex Digital 10;1/11/2018;871;7,18%;6,18%;Prioridad 1;
SOLES;263794;Bex Digital 4 ;1/2/2020;414;6,82%;5,82%;Prioridad 4;
SOLES;234130;Bex Digital 15;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;219717;Bex Digital 9 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;280185;Bex Digital 9 ;1/6/2017;1389;8,34%;7,34%;Prioridad 4;
SOLES;999394;Bex Digital 12;1/9/2017;1297;8,15%;7,15%;Prioridad 4;
SOLES;431209;Bex Digital 9 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;456365;Bex Digital 15;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;314337;Bex Digital 4 ;1/1/2015;2271;8,75%;7,75%;Prioridad 4;
SOLES;412193;Bex Digital 1;1/11/2019;506;6,83%;5,83%;Prioridad 4;
SOLES;291775;Bex Digital 12;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;244402;Bex Digital 4 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;413652;Bex Digital 13;1/5/2020;324;6,58%;5,58%;Prioridad 2;
SOLES;490552;Bex Digital 13;1/10/2018;902;7,05%;6,05%;Prioridad 1;
SOLES;410991;Bex Digital 18;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;486361;Bex Digital 12;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;1056384;Bex Digital 18;1/8/2019;598;7,43%;6,43%;Prioridad 4;
SOLES;374227;Bex Digital 16;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;292111;Bex Digital 18;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;267794;Bex Digital 14;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;599219;Bex Digital 5 ;1/4/2019;720;8,05%;7,05%;Prioridad 4;
SOLES;356318;Bex Digital 14;1/5/2020;324;6,58%;5,58%;Prioridad 2;
SOLES;260260;Bex Digital 7 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;224311;Bex Digital 4 ;1/7/2017;1359;8,34%;7,34%;Prioridad 4;
SOLES;301016;Bex Digital 9 ;1/6/2018;1024;7,14%;6,14%;Prioridad 2;
SOLES;804791;Bex Digital 14;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;539531;Bex Digital 4 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;482915;Bex Digital 19;1/5/2020;324;6,58%;5,58%;Prioridad 2;
SOLES;201987;Bex Digital 5 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;330252;Bex Digital 7 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;359056;Bex Digital 6 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;856098;Bex Digital 15;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;772125;Bex Digital 18;1/8/2018;963;7,40%;6,40%;Prioridad 3;
SOLES;436320;Bex Digital 20;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;291565;Bex Digital 20;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;254211;Bex Digital 13;1/5/2018;1055;7,43%;6,43%;Prioridad 3;
SOLES;607033;Bex Digital 5 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;639322;Bex Digital 13;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;441281;Bex Digital 21;1/1/2019;810;7,86%;6,86%;Prioridad 3;
SOLES;272913;Bex Digital 19;1/5/2020;324;6,58%;5,58%;Prioridad 2;
SOLES;306000;Bex Digital 13;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;379209;Bex Digital 11;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;412387;Bex Digital 1;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;240127;Bex Digital 4 ;1/12/2017;1206;8,07%;7,07%;Prioridad 4;
SOLES;241317;Bex Digital 13;1/1/2020;445;6,82%;5,82%;Prioridad 4;
SOLES;467200;Bex Digital 2 ;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;443051;Bex Digital 18;1/1/2020;445;6,82%;5,82%;Prioridad 4;
SOLES;237358;Bex Digital 16;1/4/2016;1815;9,46%;8,46%;Prioridad 4;
SOLES;239756;Bex Digital 16;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;244841;Bex Digital 17;1/11/2019;506;6,83%;5,83%;Prioridad 4;
SOLES;359667;Bex Digital 13;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;253124;Bex Digital 3 ;1/1/2020;445;6,82%;5,82%;Prioridad 4;
SOLES;209418;Bex Digital 9 ;1/6/2019;659;7,98%;6,98%;Prioridad 4;
SOLES;266049;Bex Digital 11;1/10/2018;902;7,05%;6,05%;Prioridad 1;
SOLES;227502;Bex Digital 15;1/5/2020;324;6,58%;5,58%;Prioridad 2;
SOLES;604085;Bex Digital 11;1/2/2017;1509;8,57%;7,57%;Prioridad 4;
SOLES;273166;Bex Digital 15;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;419148;Bex Digital 15;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;871643;Bex Digital 21;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;211120;Bex Digital 16;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;251690;Bex Digital 6 ;1/8/2017;1328;8,13%;7,13%;Prioridad 4;
SOLES;297945;Bex Digital 16;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;235877;Bex Digital 11;1/12/2015;1937;8,54%;7,54%;Prioridad 1;
SOLES;214052;Bex Digital 5 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;284924;Bex Digital 21;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;255075;Bex Digital 9 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;312199;Bex Digital 4 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;206140;Bex Digital 18;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;671655;Bex Digital 11;1/3/2019;751;8,08%;7,08%;Prioridad 4;
SOLES;207716;Bex Digital 13;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;337844;Bex Digital 10;1/12/2019;476;6,84%;5,84%;Prioridad 4;
SOLES;301500;Bex Digital 10;1/11/2020;140;6,37%;5,37%;Prioridad 4;
